../case/mann/rast-p21.btor,unsat,4.644454625000001
../case/mann/rast-p01.btor,unsat,4.207504041
../case/mann/rast-p17.btor,unsat,6.615771625000001
../case/mann/rast-p16.btor,unsat,6.381984333999999
../case/mann/rast-p00.btor,unsat,7.6971145
../case/mann/stack-p1.btor,sat,5.94482775
../case/mann/rast-p11.btor,unsat,4.471897417
../case/mann/rast-p06.btor,sat,3.0223125
../case/mann/simple_alu.btor,unsat,0.04399908300000002
../case/mann/rast-p04.btor,unsat,4.328204875
../case/mann/stack-p2.btor,unsat,1.491440167
../case/mann/rast-p19.btor,sat,3.1898155830000006
../case/mann/rast-p03.btor,sat,3.115873708
../case/mann/rast-p14.btor,unsat,58.170843915999995
../case/mann/rast-p18.btor,sat,3.021714959
../case/2018A/zipcpu-zipmmu-p28.btor,unsat,17.793199667
../case/2018A/VexRiscv-regch0-20-p0.btor,unsat,1.277417958
../case/2018A/picorv32-check-p14.btor,unsat,7.436368582999999
../case/2018A/zipcpu-zipmmu-p29.btor,unsat,18.331201458
../case/2018A/picorv32-check-p18.btor,unsat,3.414238292
../case/2018A/VexRiscv-regch0-15-p0.btor,unsat,1.282206958
../case/2018A/zipcpu-zipmmu-p34.btor,unsat,14.022438541
../case/2018A/picorv32-check-p09.btor,unsat,2.5361434579999997
../case/2018A/picorv32-check-p08.btor,unsat,5.602609292
../case/2018A/VexRiscv-regch0-15-p1.btor,unsat,1.316266875
../case/2018A/ponylink-slaveTXlen-unsat.btor,unsat,2.647262333
../case/2018A/zipcpu-zipmmu-p00.btor,unsat,8.634676707999999
../case/2018A/zipcpu-zipmmu-p41.btor,unsat,5.041019875000001
../case/2018A/zipcpu-zipmmu-p01.btor,unsat,9.109104083
../case/2018A/picorv32-check-p10.btor,unsat,7.447580749999999
../case/2018A/picorv32-check-p06.btor,unsat,28.455651624999998
../case/2018A/zipcpu-zipmmu-p06.btor,unsat,2.349967333
../case/2018A/zipcpu-zipmmu-p26.btor,unsat,10.448118875
../case/2018A/picorv32-check-p01.btor,unsat,24.799288584
../case/2018A/zipcpu-zipmmu-p31.btor,unsat,2.722556125
../case/2019C/dblclockfft_butterfly_ck1-p168.btor,unsat,10.267416792
../case/2019C/dblclockfft_butterfly_ck1-p304.btor,unsat,10.343823459
../case/2019C/zipcpu_zipcpu_dcache-p451.btor,unsat,21.2982515
../case/2019C/dblclockfft_butterfly_ck3_r1-p159.btor,unsat,3.1756754999999997
../case/2019C/dblclockfft_butterfly_ck1-p200.btor,unsat,10.104702125
../case/2019C/dblclockfft_butterfly_ck1-p191.btor,unsat,10.076438916
../case/2019C/dblclockfft_butterfly_ck1-p257.btor,unsat,10.577146167
../case/2019C/dblclockfft_butterfly_ck3_r0-p082.btor,unsat,3.008356708
../case/2019C/dblclockfft_butterfly_ck1-p386.btor,unsat,10.433397999999999
../case/2019C/zipcpu_zipcpu_piped-p040.btor,unsat,16.925476667
../case/2019C/zipcpu_zipcpu_dcache-p579.btor,unsat,19.921256
../case/2019C/zipcpu_zipcpu_dcache-p304.btor,unsat,30.42016825
../case/2019C/zipcpu_zipcpu_piped-p390.btor,unsat,15.678004000000001
../case/2019C/dblclockfft_butterfly_ck3_r1-p030.btor,unsat,3.4814385000000003
../case/2019C/dblclockfft_butterfly_ck3_r1-p047.btor,unsat,3.447310666
